contract_transaction_unique_key,parent_award_agency_name,current_total_value_of_award,period_of_performance_start_date,period_of_performance_potential_end_date,awarding_agency_name,funding_sub_agency_name,object_classes_funding_this_award,recipient_name,recipient_state_name,primary_place_of_performance_state_name,award_type,transaction_description,prime_award_base_transaction_description,product_or_service_code_description,naics_description,recovered_materials_sustainability,information_technology_commercial_item_category,extent_competed,solicitation_procedures,evaluated_preference,fair_opportunity_limited_sources,other_than_full_and_open_competition,number_of_offers_received,clinger_cohen_act_planning_code,materials_supplies_articles_equipment,labor_standards,performance_based_service_acquisition,contingency_humanitarian_or_peacekeeping_operation,woman_owned_business,minority_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,organizational_type
1344_-NONE-_1333BJ23C00280006_P24004_-NONE-_0,,11411657.53,2023-05-01,2025-07-31 00:00:00,Department of Commerce,U.S. Patent and Trademark Office,25.7: Operation and maintenance of equipment;31.0: Equipment,ACCENTURE FEDERAL SERVICES LLC,VIRGINIA,VIRGINIA,DEFINITIVE CONTRACT,PATENT SEARCH ARTIFICIAL INTELLIGENCE MODELS AND LABOR. THIS ACTION IS AWARDED PURSUANT TO THE USPTO EFFICIENCY ACT.  THIS MODIFICATION IS FOR A ONE MONTH EXTENSION PURSUANT TO FAR 52.217-8.,PATENT SEARCH ARTIFICIAL INTELLIGENCE MODELS AND LABOR.  THIS ACTION IS AWARDED PURSUANT TO THE USPTO EFFICIENCY ACT.,SUPPORT- PROFESSIONAL: OTHER,COMPUTER SYSTEMS DESIGN SERVICES,ENVIRONMENTALLY PREFERABLE,,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),1.0,Y,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
1344_-NONE-_1333BJ24C00150001_0_-NONE-_0,,1618870.0,2024-02-15,2027-02-14 00:00:00,Department of Commerce,U.S. Patent and Trademark Office,25.2: Other services from non-Federal sources,CLARIVATE ANALYTICS (US) LLC,MICHIGAN,VIRGINIA,DEFINITIVE CONTRACT,NEW REQUIREMENT FOR ARTIFICIAL INTELLIGENCE TO ASSIST PATENT EXAMINERS IN IMAGE SEARCHING.,NEW REQUIREMENT FOR ARTIFICIAL INTELLIGENCE TO ASSIST PATENT EXAMINERS IN IMAGE SEARCHING.,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),WEB SEARCH PORTALS AND ALL OTHER INFORMATION SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),1.0,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
1341_1341_1333ND24FNB770023_0_1333ND21DNB770020_0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,120360.0,2024-01-31,2025-01-30 00:00:00,Department of Commerce,National Security Agency/Central Security Service,25.5: Research and development contracts,"CHAKRA CONSULTING, INC.",MARYLAND,MARYLAND,DELIVERY ORDER,MULTIMODAL ARTIFICIAL INTELLIGENCE EVALUATION LAB ENGINEERING SUPPORT SERVICES,MULTIMODAL ARTIFICIAL INTELLIGENCE EVALUATION LAB ENGINEERING SUPPORT SERVICES,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,OTHER COMPUTER RELATED SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,1.0,N,NO,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,t,t,f,f,f,CORPORATE NOT TAX EXEMPT
1344_-NONE-_1333BJ23C00280006_P24003_-NONE-_0,,10487590.67,2023-05-01,2025-07-31 00:00:00,Department of Commerce,U.S. Patent and Trademark Office,25.7: Operation and maintenance of equipment;31.0: Equipment,ACCENTURE FEDERAL SERVICES LLC,VIRGINIA,VIRGINIA,DEFINITIVE CONTRACT,PATENT SEARCH ARTIFICIAL INTELLIGENCE MODELS AND LABOR. THIS ACTION IS AWARDED PURSUANT TO THE USPTO EFFICIENCY ACT.,PATENT SEARCH ARTIFICIAL INTELLIGENCE MODELS AND LABOR.  THIS ACTION IS AWARDED PURSUANT TO THE USPTO EFFICIENCY ACT.,SUPPORT- PROFESSIONAL: OTHER,COMPUTER SYSTEMS DESIGN SERVICES,ENVIRONMENTALLY PREFERABLE,,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),1.0,Y,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
1341_1341_1333ND21FNB770254_P24004_DOCSB134118CQ0004_0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,718152.65,2021-07-15,2023-01-15 00:00:00,Department of Commerce,National Institute of Standards and Technology,25.2: Other services from non-Federal sources,HII MISSION TECHNOLOGIES CORP,ALABAMA,ALABAMA,DELIVERY ORDER,DEOBLIGATION OF UNUSED FUNDS ON TASK ORDER FOR ARTIFICIAL INTELLIGENCE RISK MANAGEMENT FRAMEWORK SUPPORT SERVICES.,ARTIFICIAL INTELLIGENCE RISK MANAGEMENT FRAMEWORK SUPPORT SERVICES,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
1344_-NONE-_1333BJ23C00280006_P24002_-NONE-_0,,8588539.69,2023-05-01,2025-07-31 00:00:00,Department of Commerce,U.S. Patent and Trademark Office,25.7: Operation and maintenance of equipment;31.0: Equipment,ACCENTURE FEDERAL SERVICES LLC,VIRGINIA,VIRGINIA,DEFINITIVE CONTRACT,PATENT SEARCH ARTIFICIAL INTELLIGENCE MODELS AND LABOR. THIS ACTION IS AWARDED PURSUANT TO THE USPTO EFFICIENCY ACT.,PATENT SEARCH ARTIFICIAL INTELLIGENCE MODELS AND LABOR.  THIS ACTION IS AWARDED PURSUANT TO THE USPTO EFFICIENCY ACT.,SUPPORT- PROFESSIONAL: OTHER,COMPUTER SYSTEMS DESIGN SERVICES,ENVIRONMENTALLY PREFERABLE,,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),1.0,Y,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
1341_-NONE-_1333ND23PNB770639_0_-NONE-_0,,449029.0,2023-10-01,2024-08-31 00:00:00,Department of Commerce,National Institute of Standards and Technology,25.2: Other services from non-Federal sources,"ROSE LI AND ASSOCIATES, INC.",MARYLAND,MARYLAND,PURCHASE ORDER,NATIONAL ARTIFICIAL INTELLIGENCE ADVISORY COMMITTEE SUPPORT SERVICES,NATIONAL ARTIFICIAL INTELLIGENCE ADVISORY COMMITTEE SUPPORT SERVICES,SUPPORT- MANAGEMENT: OTHER,OTHER MANAGEMENT CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,AUTHORIZED BY STATUTE (FAR 6.302-5(A)(2)(I)),1.0,N,NOT APPLICABLE,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,t,t,f,f,f,CORPORATE NOT TAX EXEMPT
1341_1341_1333ND22FNB770299_P23002_1333ND20ANB770016_0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,50703.63,2022-10-01,2024-06-30 00:00:00,Department of Commerce,National Institute of Standards and Technology,25.2: Other services from non-Federal sources,"MEDIA BARN, INC.",VIRGINIA,VIRGINIA,BPA CALL,EXPLORING THE VALIDITY OF TRUST IN AUTOMATION SCALES IN ARTIFICIAL INTELLIGENCE (AI)-BASED VIGNETTES,EXPLORING THE VALIDITY OF TRUST IN AUTOMATION SCALES IN ARTIFICIAL INTELLIGENCE (AI)-BASED VIGNETTES,SUPPORT- PROFESSIONAL: MARKET RESEARCH/PUBLIC OPINION,GRAPHIC DESIGN SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,,N,NOT APPLICABLE,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
1344_-NONE-_1333BJ23C00280006_P23001_-NONE-_0,,8588539.69,2023-05-01,2025-07-31 00:00:00,Department of Commerce,U.S. Patent and Trademark Office,25.7: Operation and maintenance of equipment;31.0: Equipment,ACCENTURE FEDERAL SERVICES LLC,VIRGINIA,VIRGINIA,DEFINITIVE CONTRACT,PATENT SEARCH ARTIFICIAL INTELLIGENCE MODELS AND LABOR. THIS ACTION IS AWARDED PURSUANT TO THE USPTO EFFICIENCY ACT.,PATENT SEARCH ARTIFICIAL INTELLIGENCE MODELS AND LABOR.  THIS ACTION IS AWARDED PURSUANT TO THE USPTO EFFICIENCY ACT.,SUPPORT- PROFESSIONAL: OTHER,COMPUTER SYSTEMS DESIGN SERVICES,ENVIRONMENTALLY PREFERABLE,,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),1.0,Y,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
1341_1341_1333ND23FNB770245_0_1333ND18DNB630011_0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,78385.64,2023-09-21,2024-09-20 00:00:00,Department of Commerce,National Institute of Standards and Technology,25.2: Other services from non-Federal sources,STRATIVIA LLC,MARYLAND,MARYLAND,DELIVERY ORDER,"SUPPORT SERVICES FOR TECHNICAL WRITING, COPY EDITING AND GUIDANCE ON EFFECTIVELY COMMUNICATING ARTIFICIAL INTELLIGENCE (AI) TECHNOLOGY AND CONCEPTS","SUPPORT SERVICES FOR TECHNICAL WRITING, COPY EDITING AND GUIDANCE ON EFFECTIVELY COMMUNICATING ARTIFICIAL INTELLIGENCE (AI) TECHNOLOGY AND CONCEPTS",GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,t,t,f,f,PARTNERSHIP
1341_1341_1333ND23FNB770271_0_1333ND21DNB770020_0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,118951.46,2023-09-19,2024-09-18 00:00:00,Department of Commerce,National Institute of Standards and Technology,25.2: Other services from non-Federal sources,"CHAKRA CONSULTING, INC.",MARYLAND,MARYLAND,DELIVERY ORDER,DEVELOP AND IMPLEMENT MACHINE-LEARNING MODELS FOR THE PREDICTION OF IR SPECTRA OF HAZARDOUS CHEMICALS,DEVELOP AND IMPLEMENT MACHINE-LEARNING MODELS FOR THE PREDICTION OF IR SPECTRA OF HAZARDOUS CHEMICALS,"IT AND TELECOM - PLATFORM SUPPORT SERVICES: DATABASE, MAINFRAME, MIDDLEWARE (LABOR)",OTHER COMPUTER RELATED SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,1.0,N,NO,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,t,t,f,f,f,CORPORATE NOT TAX EXEMPT
1330_1330_1332KP20FNEED0031_P23002_DOCST133017CQ0058_0,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,586317.2,2020-08-01,2022-07-31 00:00:00,Department of Commerce,National Oceanic and Atmospheric Administration,25.5: Research and development contracts,RIVERSIDE TECHNOLOGY INC,COLORADO,MARYLAND,DELIVERY ORDER,TRANSFORMING SATELLITE DATA ASSIMILATION USING ARTIFICIAL INTELLIGENCE TECHNIQUES (LABOR) AND TRAVEL.-CLOSEOUT OF CONTRACT FILES,TRANSFORMING SATELLITE DATA ASSIMILATION USING ARTIFICIAL INTELLIGENCE TECHNIQUES REQUIREMENT.,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,ONLY ONE SOURCE - OTHER,,1.0,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
1341_1341_1333ND21FNB770216_P23005_DOCSB134114CQ0010_0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,4200000.0,2021-09-30,2024-09-29 00:00:00,Department of Commerce,National Institute of Standards and Technology,25.2: Other services from non-Federal sources,THE MITRE CORPORATION,VIRGINIA,MARYLAND,DELIVERY ORDER,NCCOE SECURE ARTIFICIAL INTELLIGENCE R&D SUPPORT SERVICES,NCCOE SECURE ARTIFICIAL INTELLIGENCE R&D SUPPORT SERVICES,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
