contract_transaction_unique_key,parent_award_agency_name,current_total_value_of_award,period_of_performance_start_date,period_of_performance_potential_end_date,awarding_agency_name,funding_sub_agency_name,object_classes_funding_this_award,recipient_name,recipient_state_name,primary_place_of_performance_state_name,award_type,transaction_description,prime_award_base_transaction_description,product_or_service_code_description,naics_description,recovered_materials_sustainability,information_technology_commercial_item_category,extent_competed,solicitation_procedures,evaluated_preference,fair_opportunity_limited_sources,other_than_full_and_open_competition,number_of_offers_received,clinger_cohen_act_planning_code,materials_supplies_articles_equipment,labor_standards,performance_based_service_acquisition,contingency_humanitarian_or_peacekeeping_operation,woman_owned_business,minority_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,organizational_type
7022_-NONE-_70FB7022D00000027_P00013_-NONE-_-NONE-,,,2022-05-01,,Department of Homeland Security,Federal Emergency Management Agency,,"AMERICAN MEDICAL RESPONSE, INC.",COLORADO,,,MODIFICATION P00013 INCORPORATES FEMA ARTIFICIAL INTELLIGENCE CLAUSE ONLY IN ACCORDANCE WITH ACCORDANCE WITH FEMA ACQUISITION ALERT 24-01.,EMERGENCY MEDICAL SUPPORT SERVICES WITHIN CONTINENTAL UNITED STATES AND TERRITORIES,MEDICAL- OTHER,AMBULANCE SERVICES,ENVIRONMENTALLY PREFERABLE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,2.0,N,YES,YES,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7022_-NONE-_70FB7021D00000022_P00010_-NONE-_-NONE-,,,2021-09-21,,Department of Homeland Security,Federal Emergency Management Agency,,MAG DS CORP,VIRGINIA,,,MODIFICATION P00010 INCORPORATES FEMA ARTIFICIAL INTELLIGENCE CLAUSE ONLY IN ACCORDANCE WITH ACCORDANCE WITH FEMA ACQUISITION ALERT 24-01.,AIR EVACUATION AVIATION GROUND PLANNING AND OPERATIONAL SUPPORT SERVICES THROUGHOUT CONUS AND OCONUS FOR ONE YEAR PLUS FOUR OPTION YEARS,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,OTHER AIRPORT OPERATIONS,ENVIRONMENTALLY PREFERABLE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,2.0,N,NO,YES,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7022_-NONE-_70FB7021D00000021_P00011_-NONE-_-NONE-,,,2021-09-21,,Department of Homeland Security,Federal Emergency Management Agency,,"IEM INTERNATIONAL, INC.",NORTH CAROLINA,,,MODIFICATION P00011 INCORPORATES FEMA ARTIFICIAL INTELLIGENCE CLAUSE ONLY IN ACCORDANCE WITH ACCORDANCE WITH FEMA ACQUISITION ALERT 24-01.,AIR EVACUATION AVIATION GROUND PLANNING AND OPERATIONAL SUPPORT SERVICES THROUGHOUT CONUS AND OCONUS FOR ONE YEAR PLUS FOUR OPTION YEARS,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,OTHER AIRPORT OPERATIONS,ENVIRONMENTALLY PREFERABLE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,2.0,N,NOT APPLICABLE,YES,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,t,t,f,f,f,CORPORATE NOT TAX EXEMPT
7022_7022_70FA4024F00000281_0_70FA4020A00000001_0,FEDERAL EMERGENCY MANAGEMENT AGENCY,586371.48,2024-06-05,2024-10-04 00:00:00,Department of Homeland Security,Federal Emergency Management Agency,25.1: Advisory and assistance services,MIRACLE SYSTEMS LLC,VIRGINIA,DISTRICT OF COLUMBIA,BPA CALL,THE PURPOSE OF THIS CALL ORDER IS TO ACQUIRE PROGRAMMATIC AND TECHNICAL SUPPORT FOR FEMA'S PLANNING ASSISTANT FOR RESILIENT COMMUNITIES (PARC) ARTIFICIAL INTELLIGENCE (AI) PILOT PROJECT TO COORDINATE CRITICAL ACTIVITIES AND ENABLE PROJECT EXECUT,THE PURPOSE OF THIS CALL ORDER IS TO ACQUIRE PROGRAMMATIC AND TECHNICAL SUPPORT FOR FEMA'S PLANNING ASSISTANT FOR RESILIENT COMMUNITIES (PARC) ARTIFICIAL INTELLIGENCE (AI) PILOT PROJECT TO COORDINATE CRITICAL ACTIVITIES AND ENABLE PROJECT EXECUT,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,OTHER ACCOUNTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,,N,NOT APPLICABLE,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,t,f,f,f,CORPORATE NOT TAX EXEMPT
7001_-NONE-_70RSAT24C00000034_0_-NONE-_0,,174317.87,2024-05-07,2024-10-06 00:00:00,Department of Homeland Security,Office of the Under Secretary for Science and Technology,25.5: Research and development contracts,MICHIGAN ENGINEERING SERVICES LLC,MICHIGAN,MICHIGAN,DEFINITIVE CONTRACT,SBIR PHASE I TOPIC 2: DHS241-002 DATA LABELING AND CURATION AT SCALE (DLCS) FOR MACHINE LEARNING ALGORITHMS.,SBIR PHASE I TOPIC 2: DHS241-002 DATA LABELING AND CURATION AT SCALE (DLCS) FOR MACHINE LEARNING ALGORITHMS.,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,t,f,f,f,f,PARTNERSHIP
7001_-NONE-_70RSAT24C00000033_0_-NONE-_0,,171432.72,2024-05-07,2025-05-06 00:00:00,Department of Homeland Security,Office of the Under Secretary for Science and Technology,25.5: Research and development contracts,"AGILE DATA DECISIONS, INC.",TEXAS,TEXAS,DEFINITIVE CONTRACT,SBIR PHASE I TOPIC 2: DHS241-002 DATA LABELING AND CURATION AT SCALE (DLCS) FOR MACHINE LEARNING ALGORITHMS.,SBIR PHASE I TOPIC 2: DHS241-002 DATA LABELING AND CURATION AT SCALE (DLCS) FOR MACHINE LEARNING ALGORITHMS.,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7001_-NONE-_70RSAT24C00000008_0_-NONE-_0,,957789.0,2024-05-02,2026-05-01 00:00:00,Department of Homeland Security,Office of the Under Secretary for Science and Technology,25.5: Research and development contracts,STREAMLINE AUTOMATION LLC,ALABAMA,ALABAMA,DEFINITIVE CONTRACT,DHS SBIR 23.1 PHASE II TOPIC 4: MACHINE LEARNING BASED INTEGRATION OF ALARM RESOLUTION SENSORS (STREAMLINE AUTOMATION),DHS SBIR 23.1 PHASE II TOPIC 4: MACHINE LEARNING BASED INTEGRATION OF ALARM RESOLUTION SENSORS (STREAMLINE AUTOMATION),GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,23.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,PARTNERSHIP
7001_-NONE-_70RSAT24C00000026_0_-NONE-_0,,174477.07,2024-05-07,2024-10-06 00:00:00,Department of Homeland Security,Office of the Under Secretary for Science and Technology,25.5: Research and development contracts,AVAWATZ CO,TEXAS,TEXAS,DEFINITIVE CONTRACT,SBIR PHASE I TOPIC 2: DHS241-002 DATA LABELING AND CURATION AT SCALE (DLCS) FOR MACHINE LEARNING ALGORITHMS.,SBIR PHASE I TOPIC 2: DHS241-002 DATA LABELING AND CURATION AT SCALE (DLCS) FOR MACHINE LEARNING ALGORITHMS.,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,t,f,f,f,f,CORPORATE NOT TAX EXEMPT
7001_7001_70RTAC24FC0000013_P00002_70RTAC20A00000003_0,OFFICE OF PROCUREMENT OPERATIONS,1289417.95,2024-03-28,2026-03-27 00:00:00,Department of Homeland Security,Office of the Chief Information Officer,25.1: Advisory and assistance services,"CACI NSS, LLC",VIRGINIA,VIRGINIA,BPA CALL,NEW BPA CALL ORDER FOR ARTIFICIAL INTELLIGENCE SAFETY & SECURITY EXECUTIVE STEERING COMMITTEE (AISSESC) AND CHIEF ARTIFICIAL INTELLIGENCE OFFICER (CAIO) SUPPORT.,NEW BPA CALL ORDER FOR ARTIFICIAL INTELLIGENCE SAFETY & SECURITY EXECUTIVE STEERING COMMITTEE (AISSESC) AND CHIEF ARTIFICIAL INTELLIGENCE OFFICER (CAIO) SUPPORT.,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7001_7001_70RTAC24FC0000013_P00001_70RTAC20A00000003_0,OFFICE OF PROCUREMENT OPERATIONS,1289417.95,2024-03-28,2026-03-27 00:00:00,Department of Homeland Security,Office of the Chief Information Officer,25.1: Advisory and assistance services,"CACI NSS, LLC",VIRGINIA,VIRGINIA,BPA CALL,NEW BPA CALL ORDER FOR ARTIFICIAL INTELLIGENCE SAFETY & SECURITY EXECUTIVE STEERING COMMITTEE (AISSESC) AND CHIEF ARTIFICIAL INTELLIGENCE OFFICER (CAIO) SUPPORT.,NEW BPA CALL ORDER FOR ARTIFICIAL INTELLIGENCE SAFETY & SECURITY EXECUTIVE STEERING COMMITTEE (AISSESC) AND CHIEF ARTIFICIAL INTELLIGENCE OFFICER (CAIO) SUPPORT.,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7001_7001_70RTAC24FC0000013_0_70RTAC20A00000003_0,OFFICE OF PROCUREMENT OPERATIONS,1289417.95,2024-03-28,2026-03-27 00:00:00,Department of Homeland Security,Office of the Chief Information Officer,25.1: Advisory and assistance services,"CACI NSS, LLC",VIRGINIA,VIRGINIA,BPA CALL,NEW BPA CALL ORDER FOR ARTIFICIAL INTELLIGENCE SAFETY & SECURITY EXECUTIVE STEERING COMMITTEE (AISSESC) AND CHIEF ARTIFICIAL INTELLIGENCE OFFICER (CAIO) SUPPORT.,NEW BPA CALL ORDER FOR ARTIFICIAL INTELLIGENCE SAFETY & SECURITY EXECUTIVE STEERING COMMITTEE (AISSESC) AND CHIEF ARTIFICIAL INTELLIGENCE OFFICER (CAIO) SUPPORT.,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7001_-NONE-_70RSAT23C00000028_0_-NONE-_0,,149556.17,2023-05-09,2023-10-08 00:00:00,Department of Homeland Security,Office of the Under Secretary for Science and Technology,25.5: Research and development contracts,STREAMLINE AUTOMATION LLC,ALABAMA,ALABAMA,DEFINITIVE CONTRACT,"RESEARCH AND DEVELOPMENT SERVICES TO THE DEPARTMENT OF HOMELAND SECURITY (DHS) SCIENCE AND TECHNOLOGY DIRECTORATE (S&T) SMALL BUSINESS INNOVATION RESEARCH PROGRAM (SBIR) FY23 MACHINE LEARNING BASED INTEGRATION OF ALARM RESOLUTION SENSORS, PHASE I.","RESEARCH AND DEVELOPMENT SERVICES TO THE DEPARTMENT OF HOMELAND SECURITY (DHS) SCIENCE AND TECHNOLOGY DIRECTORATE (S&T) SMALL BUSINESS INNOVATION RESEARCH PROGRAM (SBIR) FY23 MACHINE LEARNING BASED INTEGRATION OF ALARM RESOLUTION SENSORS, PHASE I.",GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",FAR 52.223-4 AND FAR 52.223-9 INCLUDED,,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,3.0,N,NO,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,PARTNERSHIP
