contract_transaction_unique_key,parent_award_agency_name,current_total_value_of_award,period_of_performance_start_date,period_of_performance_potential_end_date,awarding_agency_name,funding_sub_agency_name,object_classes_funding_this_award,recipient_name,recipient_state_name,primary_place_of_performance_state_name,award_type,transaction_description,prime_award_base_transaction_description,product_or_service_code_description,naics_description,recovered_materials_sustainability,information_technology_commercial_item_category,extent_competed,solicitation_procedures,evaluated_preference,fair_opportunity_limited_sources,other_than_full_and_open_competition,number_of_offers_received,clinger_cohen_act_planning_code,materials_supplies_articles_equipment,labor_standards,performance_based_service_acquisition,contingency_humanitarian_or_peacekeeping_operation,woman_owned_business,minority_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,organizational_type
6930_-NONE-_693JJ618C000011_P00002_-NONE-_0,,345540.13,2018-08-31,2020-08-30 00:00:00,Department of Transportation,Federal Railroad Administration,25.5: Research and development contracts,"RUTGERS, THE STATE UNIVERSITY",NEW JERSEY,NEW JERSEY,DEFINITIVE CONTRACT,"BROAD AGENCY ANNOUNCEMENT (BAA) 2017 FRA-TR-004 PREDICTIVE ANALYTICS TRACK INSPECTION OPTIMIZATION   COST NO FEE R&D PROJECT ENTITLED ""ARTIFICIAL INTELLIGENCE AIDED TRACK RISK ANALYSIS (AL-TRACK RISK)"" IN ACCORDANCE WITH RUTGERS, THE","IGF::OT::IGF - BROAD AGENCY ANNOUNCEMENT (BAA) 2017 FRA-TR-004 PREDICTIVE ANALYTICS TRACK INSPECTION OPTIMIZATION   COST NO FEE R&D PROJECT ENTITLED ""ARTIFICIAL INTELLIGENCE AIDED TRACK RISK ANALYSIS (AL-TRACK RISK)"" IN ACCORDANCE WIT",TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
6957_6925_693JK323F00034N_P00001_693JJ320A000016_0,FEDERAL HIGHWAY ADMINISTRATION,398926.4,2023-08-31,2024-03-31 00:00:00,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,25.1: Advisory and assistance services;25.7: Operation and maintenance of equipment;31.0: Equipment,INCENTIVE TECHNOLOGY GROUP LLC,VIRGINIA,DISTRICT OF COLUMBIA,BPA CALL,"THE PURPOSE OF THIS MODIFICATION IS TO REVISE THE STATEMENT OF WORK (SOW) TO ACQUIRE SERVICES FOR PILOTING THE DESIGN, DEVELOPMENT, AND IMPLEMENTATION OF AN ARTIFICIAL INTELLIGENCE (AI) SOLUTION FOR PHMSA'S RULEMAKING PROCESS.",PHMSA'S ARTIFICIAL INTELLIGENCE SUPPORT FOR RULEMAKING INITIATIVE,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER FACILITIES MANAGEMENT SERVICES,ENVIRONMENTALLY PREFERABLE,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,COMPETITIVE SET ASIDE,,,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
6930_-NONE-_693JJ620C000013_P00005_-NONE-_0,,395000.0,2020-06-18,2024-03-15 00:00:00,Department of Transportation,Federal Railroad Administration,25.5: Research and development contracts,UNIVERSITY OF SOUTH CAROLINA,SOUTH CAROLINA,SOUTH CAROLINA,DEFINITIVE CONTRACT,"THE OBJECTIVE OF THIS PROJECT IS TO DEVELOP AN INTELLIGENT  RISK ASSESSMENT AND PREDICTION SYSTEM (I-RAPS) THAT WILL  INTEGRATE SELF-LEARNING ARTIFICIAL INTELLIGENCE AND DEEP  NEURAL NETWORK DECISION-MAKING MODELS, TRACK INSPECTION  DATA, VEHICLE","THE OBJECTIVE OF THIS PROJECT IS TO DEVELOP AN INTELLIGENT RISK ASSESSMENT AND PREDICTION SYSTEM (I-RAPS) THAT WILL INTEGRATE SELF-LEARNING ARTIFICIAL INTELLIGENCE AND DEEP NEURAL NETWORK DECISION-MAKING MODELS, TRACK INSPECTION DATA, VEHICLE INFORMA",TRANSPORTATION R&D SERVICES; WATER TRANSPORTATION; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,43.0,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,OTHER
6930_-NONE-_693JJ622C000009_P00003_-NONE-_0,,315623.39,2022-07-15,2024-07-06 00:00:00,Department of Transportation,Federal Railroad Administration,25.5: Research and development contracts,UNIVERSITY OF MASSACHUSETTS,MASSACHUSETTS,MASSACHUSETTS,DEFINITIVE CONTRACT,MACHINE LEARNING-BASED ANALYSIS OF THE NEED FOR RAILWAY TRACK MAINTENANCE,MACHINE LEARNING-BASED ANALYSIS OF THE NEED FOR RAILWAY TRACK MAINTENANCE,"TRANSPORTATION R&D SERVICES; SURFACE TRANSPORTATION, PUBLIC TRANSIT, AND RAIL; BASIC RESEARCH",RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,1.0,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,US GOVERNMENT ENTITY
6940_6940_693JJ921F000136_P00004_693JJ921D000017_0,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,497052.0,2021-09-13,2025-03-12 00:00:00,Department of Transportation,National Highway Traffic Safety Administration,25.5: Research and development contracts,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,VIRGINIA,VIRGINIA,DELIVERY ORDER,INTRODUCTORY RESEARCH INTO ARTIFICIAL INTELLIGENCE USES IN  ADAS AND ADS TECHNOLOGIES,"THIS IS A NEW TASK ORDER. POP BEING 18 MONTHS TO PERFORM  RESEARCH AND ANALYSIS OF THE AVAILABLE SOURCES, DEVELOPMENTS, AND PRACTICES  INTO THE USES OF ARTIFICIAL INTELLIGENCE IN ADVANCED DRIVER ASSISTANCE AND AUTOMATED DRIVING  TECHNOLOGIES.  A","TRANSPORTATION R&D SERVICES; SURFACE TRANSPORTATION, PUBLIC TRANSIT, AND RAIL; BASIC RESEARCH",TESTING LABORATORIES AND SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,YES,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,US GOVERNMENT ENTITY
6920_6920_692M1520F00641_P00003_DTFACT14D00004_0,FEDERAL AVIATION ADMINISTRATION,389999.87,2020-09-21,2022-09-29 00:00:00,Department of Transportation,Federal Aviation Administration,25.1: Advisory and assistance services,GEORGIA TECH RESEARCH CORP,GEORGIA,NEW JERSEY,DELIVERY ORDER,SERVICES SUPPORT MACHINE LEARNING FOR AIRCRAFT BRAKING ON CONTAMINATED RUNWAYS,SERVICES SUPPORT MACHINE LEARNING FOR AIRCRAFT BRAKING ON CONTAMINATED RUNWAYS,"EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; APPLIED RESEARCH","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,SAP NON-COMPETITION (FAR 13),,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
6957_6925_693JK323F00034N_P00002_693JJ320A000016_0,FEDERAL HIGHWAY ADMINISTRATION,656978.4,2023-08-31,2024-07-31 00:00:00,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,25.1: Advisory and assistance services;25.7: Operation and maintenance of equipment;31.0: Equipment,INCENTIVE TECHNOLOGY GROUP LLC,VIRGINIA,DISTRICT OF COLUMBIA,BPA CALL,"THE PURPOSE OF THIS MODIFICATION IS TO REVISE THE STATEMENT OF WORK (SOW) TO INCLUDE ADDITIONAL TASKS, FUNDING, AND TIME FOR PILOTING THE DESIGN, DEVELOPMENT, AND IMPLEMENTATION OF AN ARTIFICIAL INTELLIGENCE (AI) SOLUTION FOR PHMSA'S RULEMAKING",PHMSA'S ARTIFICIAL INTELLIGENCE SUPPORT FOR RULEMAKING INITIATIVE,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER FACILITIES MANAGEMENT SERVICES,ENVIRONMENTALLY PREFERABLE,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,COMPETITIVE SET ASIDE,,,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
6901_-NONE-_6913G624P800024_0_-NONE-_0,,10500.0,2024-07-14,2024-07-19 00:00:00,Department of Transportation,Immediate Office of the Secretary of Transportation,25.2: Other services from non-Federal sources,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,MASSACHUSETTS,MASSACHUSETTS,PURCHASE ORDER,"VOLPE EMPLOYEE ATTENDANCE IN THE HARVARD KENNEDY SCHOOL (HKS) COURSE TITLED, ""LEADING IN ARTIFICIAL INTELLIGENCE: EXPLORING TECHNOLOGY AND POLICY""","VOLPE EMPLOYEE ATTENDANCE IN THE HARVARD KENNEDY SCHOOL (HKS) COURSE TITLED, ""LEADING IN ARTIFICIAL INTELLIGENCE: EXPLORING TECHNOLOGY AND POLICY""",EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,SAP NON-COMPETITION (FAR 13),1.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
6925_6925_693JJ324F00099N_0_693JJ321D000021_0,FEDERAL HIGHWAY ADMINISTRATION,779041.49,2024-04-15,2027-04-14 00:00:00,Department of Transportation,Federal Highway Administration,25.3: Other goods and services from Federal sources,"NOBLIS, INC.",VIRGINIA,VIRGINIA,DELIVERY ORDER,ARTIFICIAL INTELLIGENCE FOR ITS TECHNICAL SERVICES SUPPORT,ARTIFICIAL INTELLIGENCE FOR ITS TECHNICAL SERVICES SUPPORT,"TRANSPORTATION R&D SERVICES; SURFACE TRANSPORTATION, PUBLIC TRANSIT, AND RAIL; BASIC RESEARCH","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,1.0,N,NO,YES,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
6925_-NONE-_693C7324P000032_0_-NONE-_0,,12076.08,2024-06-26,2024-10-31 00:00:00,Department of Transportation,Federal Highway Administration,31.0: Equipment,"SANDHILL ENGINEERING, LLC",FLORIDA,VIRGINIA,PURCHASE ORDER,THIS PO IS TO PURCHASE ADDITIONAL EQUIPMENT FOR THE MONITORING WHILE DRILLING (MWD) SYSTEM ON EFL DRILL RIG. THIS IS PART OF THE MACHINE LEARNING TASK UNDER THE GEOTECHNICAL DISCIPLINE WORK-PLAN (CONTACT: EVAN GARICH).,THIS PO IS TO PURCHASE ADDITIONAL EQUIPMENT FOR THE MONITORING WHILE DRILLING (MWD) SYSTEM ON EFL DRILL RIG. THIS IS PART OF THE MACHINE LEARNING TASK UNDER THE GEOTECHNICAL DISCIPLINE WORK-PLAN (CONTACT: EVAN GARICH).,MISCELLANEOUS VEHICULAR COMPONENTS,"INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,SAP NON-COMPETITION (FAR 13),1.0,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,SOLE PROPRIETORSHIP
